Type	Symbol	Name	ID	URL	Locus type	status
gene	ADARB2-AS1	ADARB2 antisense RNA 1	HGNC:23299	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:23299	RNA, long non-coding	Approved
gene	ADCY6-DT	ADCY6 divergent transcript	HGNC:53332	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53332	RNA, long non-coding	Approved
gene	ADD3-AS1	ADD3 antisense RNA 1	HGNC:48682	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:48682	RNA, long non-coding	Approved
gene	ADGB-DT	ADGB divergent transcript	HGNC:55654	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55654	RNA, long non-coding	Approved
gene	ADGRA1-AS1	ADGRA1 antisense RNA 1	HGNC:49543	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:49543	RNA, long non-coding	Approved
gene	ADGRB3-DT	ADGRB3 divergent transcript	HGNC:55774	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55774	RNA, long non-coding	Approved
gene	ADGRD1-AS1	ADGRD1 antisense RNA 1	HGNC:53314	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53314	RNA, long non-coding	Approved
gene	ADGRF5-AS1	ADGRF5 antisense RNA 1	HGNC:40864	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40864	RNA, long non-coding	Approved
gene	ADGRL1-AS1	ADGRL1 antisense RNA 1	HGNC:55309	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55309	RNA, long non-coding	Approved
gene	ADGRL3-AS1	ADGRL3 antisense RNA 1	HGNC:50604	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:50604	RNA, long non-coding	Approved
gene	ADIPOQ-AS1	ADIPOQ antisense RNA 1	HGNC:40648	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40648	RNA, long non-coding	Approved
gene	ADIRF-AS1	ADIRF antisense RNA 1	HGNC:45127	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:45127	RNA, long non-coding	Approved
gene	ADM-DT	ADM divergent transcript	HGNC:55516	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55516	RNA, long non-coding	Approved
gene	ADNP-AS1	ADNP antisense RNA 1	HGNC:51227	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:51227	RNA, long non-coding	Approved
gene	ADORA2A-AS1	ADORA2A antisense RNA 1	HGNC:37122	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:37122	RNA, long non-coding	Approved
gene	ADPGK-AS1	ADPGK antisense RNA 1	HGNC:44144	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:44144	RNA, long non-coding	Approved
gene	AFAP1-AS1	AFAP1 antisense RNA 1	HGNC:28141	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28141	RNA, long non-coding	Approved
gene	AFDN-DT	AFDN divergent transcript	HGNC:21236	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:21236	RNA, long non-coding	Approved
gene	AFF1-AS1	AFF1 antisense RNA 1	HGNC:53447	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53447	RNA, long non-coding	Approved
gene	AFF2-IT1	AFF2 intronic transcript 1	HGNC:41334	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41334	RNA, long non-coding	Approved
gene	AFF4-DT	AFF4 divergent transcript	HGNC:55235	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55235	RNA, long non-coding	Approved
gene	AFTPH-DT	AFTPH divergent transcript	HGNC:52788	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:52788	RNA, long non-coding	Approved
gene	AGA-DT	AGA divergent transcript	HGNC:27730	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:27730	RNA, long non-coding	Approved
gene	AGAP1-IT1	AGAP1 intronic transcript 1	HGNC:41427	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41427	RNA, long non-coding	Approved
gene	AGAP2-AS1	AGAP2 antisense RNA 1	HGNC:48633	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:48633	RNA, long non-coding	Approved
gene	AGBL1-AS1	AGBL1 antisense RNA 1	HGNC:48617	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:48617	RNA, long non-coding	Approved
gene	AGBL4-AS1	AGBL4 antisense RNA 1	HGNC:41123	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41123	RNA, long non-coding	Approved
gene	AGBL4-IT1	AGBL4 intronic transcript 1	HGNC:41482	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41482	RNA, long non-coding	Approved
gene	AGBL5-AS1	AGBL5 antisense RNA 1	HGNC:41133	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41133	RNA, long non-coding	Approved
gene	AGBL5-IT1	AGBL5 intronic transcript 1	HGNC:41484	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41484	RNA, long non-coding	Approved
gene	AGK-DT	AGK divergent transcript	HGNC:55356	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55356	RNA, long non-coding	Approved
gene	AGPAT4-IT1	AGPAT4 intronic transcript 1	HGNC:20988	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:20988	RNA, long non-coding	Approved
gene	AHI1-DT	AHI1 divergent transcript	HGNC:32526	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32526	RNA, long non-coding	Approved
gene	AIRN	antisense of IGF2R non-protein coding RNA	HGNC:34515	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:34515	RNA, long non-coding	Approved
gene	AJUBA-DT	AJUBA divergent transcript	HGNC:55449	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55449	RNA, long non-coding	Approved
gene	AKAP1-DT	AKAP1 divergent transcript	HGNC:55339	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55339	RNA, long non-coding	Approved
gene	AKAP13-AS1	AKAP13 antisense RNA 1	HGNC:55975	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55975	RNA, long non-coding	Approved
gene	AKT3-IT1	AKT3 intronic transcript 1	HGNC:41304	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41304	RNA, long non-coding	Approved
gene	ALDH1A2-AS1	ALDH1A2 antisense RNA 1	HGNC:27515	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:27515	RNA, long non-coding	Approved
gene	ALDH1A3-AS1	ALDH1A3 antisense RNA 1	HGNC:55416	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55416	RNA, long non-coding	Approved
gene	ALDH1L1-AS1	ALDH1L1 antisense RNA 1	HGNC:40244	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40244	RNA, long non-coding	Approved
gene	ALDH1L1-AS2	ALDH1L1 antisense RNA 2	HGNC:42446	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:42446	RNA, long non-coding	Approved
gene	ALG9-IT1	ALG9 intronic transcript 1	HGNC:41409	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41409	RNA, long non-coding	Approved
gene	ALG13-AS1	ALG13 antisense RNA 1	HGNC:41277	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41277	RNA, long non-coding	Approved
gene	ALG14-AS1	ALG14 antisense RNA 1	HGNC:41192	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41192	RNA, long non-coding	Approved
gene	ALKBH3-AS1	ALKBH3 antisense RNA 1	HGNC:48670	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:48670	RNA, long non-coding	Approved
gene	ALMS1-IT1	ALMS1 intronic transcript 1	HGNC:41305	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41305	RNA, long non-coding	Approved
gene	ALOX12-AS1	ALOX12 antisense RNA 1	HGNC:51342	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:51342	RNA, long non-coding	Approved
gene	AMMECR1-IT1	AMMECR1 intronic transcript 1	HGNC:41306	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41306	RNA, long non-coding	Approved
gene	ANK2-AS1	ANK2 antisense RNA 1	HGNC:40076	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40076	RNA, long non-coding	Approved
gene	ANK3-DT	ANK3 divergent transcript	HGNC:54102	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:54102	RNA, long non-coding	Approved
gene	ANKHD1-DT	ANKHD1 divergent transcript	HGNC:55564	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55564	RNA, long non-coding	Approved
gene	ANKH-DT	ANKH divergent transcript	HGNC:55234	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55234	RNA, long non-coding	Approved
gene	ANKRD10-IT1	ANKRD10 intronic transcript 1	HGNC:39891	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:39891	RNA, long non-coding	Approved
gene	ANKRD17-DT	ANKRD17 divergent transcript	HGNC:55556	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55556	RNA, long non-coding	Approved
gene	ANKRD33B-AS1	ANKRD33B antisense RNA 1	HGNC:41298	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41298	RNA, long non-coding	Approved
gene	ANKRD34C-AS1	ANKRD34C antisense RNA 1	HGNC:48618	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:48618	RNA, long non-coding	Approved
gene	ANKRD42-DT	ANKRD42 divergent transcript	HGNC:55590	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55590	RNA, long non-coding	Approved
gene	ANKRD44-AS1	ANKRD44 antisense RNA 1	HGNC:41090	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41090	RNA, long non-coding	Approved
gene	ANKRD44-DT	ANKRD44 divergent transcript	HGNC:55840	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55840	RNA, long non-coding	Approved
gene	ANKRD44-IT1	ANKRD44 intronic transcript 1	HGNC:41477	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41477	RNA, long non-coding	Approved
gene	ANKRD65-AS1	ANKRD65 antisense RNA 1	HGNC:55844	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55844	RNA, long non-coding	Approved
gene	ANO1-AS1	ANO1 antisense RNA 1	HGNC:40016	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40016	RNA, long non-coding	Approved
gene	ANO3-AS1	ANO3 antisense RNA 1	HGNC:54190	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:54190	RNA, long non-coding	Approved
gene	ANP32A-IT1	ANP32A intronic transcript 1	HGNC:25672	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25672	RNA, long non-coding	Approved
gene	ANXA2R-AS1	ANXA2R antisense RNA 1	HGNC:27208	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:27208	RNA, long non-coding	Approved
gene	ANXA2R-OT1	ANXA2R overlapping transcript	HGNC:48996	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:48996	RNA, long non-coding	Approved
gene	AOAH-IT1	AOAH intronic transcript 1	HGNC:41307	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41307	RNA, long non-coding	Approved
gene	AP1AR-DT	AP1AR divergent transcript	HGNC:55391	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55391	RNA, long non-coding	Approved
gene	AP1G2-AS1	AP1G2 antisense RNA 1	HGNC:55442	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55442	RNA, long non-coding	Approved
gene	AP4B1-AS1	AP4B1 antisense RNA 1	HGNC:44114	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:44114	RNA, long non-coding	Approved
gene	APCDD1L-DT	APCDD1L divergent transcript	HGNC:27152	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:27152	RNA, long non-coding	Approved
gene	APOA1-AS	APOA1 antisense RNA	HGNC:40079	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40079	RNA, long non-coding	Approved
gene	APOBEC3B-AS1	APOBEC3B antisense RNA 1	HGNC:43836	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:43836	RNA, long non-coding	Approved
gene	APPBP2-DT	APPBP2 divergent transcript	HGNC:55423	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55423	RNA, long non-coding	Approved
gene	APP-DT	APP divergent transcript	HGNC:55075	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55075	RNA, long non-coding	Approved
gene	APRG1	APRG1 tumor suppressor candidate	HGNC:24082	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24082	RNA, long non-coding	Approved
gene	APTR	Alu-mediated CDKN1A/p21 transcriptional regulator	HGNC:44173	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:44173	RNA, long non-coding	Approved
gene	AQP4-AS1	AQP4 antisense RNA 1	HGNC:26399	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26399	RNA, long non-coding	Approved
gene	AQP5-AS1	AQP5 and AQP2 antisense RNA 2	HGNC:55474	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55474	RNA, long non-coding	Approved
gene	ARAP1-AS1	ARAP1 antisense RNA 1	HGNC:39993	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:39993	RNA, long non-coding	Approved
gene	ARAP1-AS2	ARAP1 antisense RNA 2	HGNC:39994	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:39994	RNA, long non-coding	Approved
gene	ARF4-AS1	ARF4 antisense RNA 1	HGNC:51593	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:51593	RNA, long non-coding	Approved
gene	ARFGEF1-DT	ARFGEF1 divergent transcript	HGNC:55237	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55237	RNA, long non-coding	Approved
gene	ARHGAP5-AS1	ARHGAP5 antisense RNA 1 (head to head)	HGNC:20279	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:20279	RNA, long non-coding	Approved
gene	ARHGAP11B-DT	ARHGAP11B divergent transcript	HGNC:55586	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55586	RNA, long non-coding	Approved
gene	ARHGAP15-AS1	ARHGAP15 antisense RNA 1	HGNC:40949	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40949	RNA, long non-coding	Approved
gene	ARHGAP22-IT1	ARHGAP22 intronic transcript 1	HGNC:42944	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:42944	RNA, long non-coding	Approved
gene	ARHGAP26-AS1	ARHGAP26 antisense RNA 1	HGNC:40792	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40792	RNA, long non-coding	Approved
gene	ARHGAP26-IT1	ARHGAP26 intronic transcript 1	HGNC:41429	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41429	RNA, long non-coding	Approved
gene	ARHGAP28-AS1	ARHGAP28 antisense RNA 1	HGNC:55320	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55320	RNA, long non-coding	Approved
gene	ARHGAP29-AS1	ARHGAP29 antisense RNA 1	HGNC:54311	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:54311	RNA, long non-coding	Approved
gene	ARHGAP31-AS1	ARHGAP31 antisense RNA 1	HGNC:41235	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41235	RNA, long non-coding	Approved
gene	ARHGAP42-AS1	ARHGAP42 antisense RNA 1	HGNC:54801	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:54801	RNA, long non-coding	Approved
gene	ARHGAP44-AS1	ARHGAP44 and MYOCD antisense RNA 1	HGNC:55326	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55326	RNA, long non-coding	Approved
gene	ARHGEF2-AS1	ARHGEF2 antisense RNA 1	HGNC:40082	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40082	RNA, long non-coding	Approved
gene	ARHGEF2-AS2	ARHGEF2 antisense RNA 2	HGNC:55175	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55175	RNA, long non-coding	Approved
gene	ARHGEF3-AS1	ARHGEF3 antisense RNA 1	HGNC:40083	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40083	RNA, long non-coding	Approved
gene	ARHGEF4-AS1	ARHGEF4 antisense RNA 1	HGNC:55716	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55716	RNA, long non-coding	Approved
gene	ARHGEF7-AS1	ARHGEF7 antisense RNA 1	HGNC:39816	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:39816	RNA, long non-coding	Approved
gene	ARHGEF7-AS2	ARHGEF7 antisense RNA 2	HGNC:40717	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40717	RNA, long non-coding	Approved
gene	ARHGEF7-IT1	ARHGEF7 intronic transcript 1	HGNC:41408	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41408	RNA, long non-coding	Approved
gene	ARHGEF9-IT1	ARHGEF9 intronic transcript 1	HGNC:41401	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41401	RNA, long non-coding	Approved
gene	ARHGEF17-AS1	ARHGEF17 antisense RNA 1	HGNC:55485	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55485	RNA, long non-coding	Approved
gene	ARHGEF18-AS1	ARHGEF18 antisense RNA 1	HGNC:55284	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55284	RNA, long non-coding	Approved
gene	ARHGEF19-AS1	ARHGEF19 antisense RNA 1	HGNC:39996	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:39996	RNA, long non-coding	Approved
gene	ARHGEF26-AS1	ARHGEF26 antisense RNA 1	HGNC:41048	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41048	RNA, long non-coding	Approved
gene	ARHGEF35-AS1	ARHGEF35 antisense RNA 1	HGNC:41292	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41292	RNA, long non-coding	Approved
gene	ARHGEF38-IT1	ARHGEF38 intronic transcript 1	HGNC:41483	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41483	RNA, long non-coding	Approved
gene	ARIH2OS	ARIH2 opposite strand lncRNA	HGNC:34425	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:34425	RNA, long non-coding	Approved
gene	ARL14EP-DT	ARL14EP divergent transcript	HGNC:55517	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55517	RNA, long non-coding	Approved
gene	ARLNC1	androgen receptor regulated long noncoding RNA 1	HGNC:53032	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53032	RNA, long non-coding	Approved
gene	ARMC2-AS1	ARMC2 antisense RNA 1	HGNC:41008	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41008	RNA, long non-coding	Approved
gene	ARMCX3-AS1	ARMCX3 antisense RNA 1	HGNC:41038	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41038	RNA, long non-coding	Approved
gene	ARNILA	androgen receptor negatively regulated lncRNA	HGNC:54484	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:54484	RNA, long non-coding	Approved
gene	ARNT2-DT	ARNT2 divergent transcript	HGNC:56077	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:56077	RNA, long non-coding	Approved
gene	ARNTL2-AS1	ARNTL2 antisense RNA 1	HGNC:49892	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:49892	RNA, long non-coding	Approved
gene	ARPP21-AS1	ARPP21 antisense RNA 1	HGNC:40785	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40785	RNA, long non-coding	Approved
gene	ARRDC1-AS1	ARRDC1 antisense RNA 1	HGNC:23395	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:23395	RNA, long non-coding	Approved
gene	ARRDC3-AS1	ARRDC3 antisense RNA 1	HGNC:44145	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:44145	RNA, long non-coding	Approved
gene	ARSD-AS1	ARSD antisense RNA 1	HGNC:40085	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40085	RNA, long non-coding	Approved
gene	ASAH1-AS1	ASAH1 antisense RNA 1	HGNC:55603	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55603	RNA, long non-coding	Approved
gene	ASAP1-IT1	ASAP1 intronic transcript 1	HGNC:24998	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24998	RNA, long non-coding	Approved
gene	ASAP1-IT2	ASAP1 intronic transcript 2	HGNC:48917	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:48917	RNA, long non-coding	Approved
gene	ASB15-AS1	ASB15 antisense RNA 1	HGNC:40904	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40904	RNA, long non-coding	Approved
gene	ASB16-AS1	ASB16 antisense RNA 1	HGNC:25442	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25442	RNA, long non-coding	Approved
gene	ASH1L-AS1	ASH1L antisense RNA 1	HGNC:44146	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:44146	RNA, long non-coding	Approved
gene	ASH1L-IT1	ASH1L intronic transcript 1	HGNC:41449	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41449	RNA, long non-coding	Approved
